0,1,2
90.9377466666668,6.400593451055614,7.53
135.912462222222,6.433325260530266,4.01
150.593997777778,6.440800345396523,3.92
196.213903333333,6.456889326115309,3.44
87.9020022222222,6.397851101806263,7.69
127.734025555555,6.428416000856039,7.63
146.292608888889,6.438765692875886,9.03
189.100871111111,6.454891567287092,2.87
143.781046666667,6.437521374526237,5.01
148.31083,6.439735052850969,5.12
145.40401,6.438330362886285,5.65
146.555972222222,6.43889370202002,5.69
162.081848888889,6.445704999029701,5.74
181.780584444444,6.452672355997602,5.45
176.493867777778,6.450955157463601,5.15
164.019481111111,6.446464543351899,7.17
159.085975555555,6.444494209214942,6.72
161.320216666667,6.445401446595426,8.24
152.025915555555,6.441452130424626,7.25
139.862348888889,6.43549065052627,7.82
221.004714444444,6.463126193362353,4.61
197.587657777778,6.45725858513238,3.02
182.175583333333,6.452796655617063,4.99
158.079561111111,6.444077166217242,4.67
201.630038888889,6.458315971722241,5.56
158.58412,6.4442869094864035,8.82
113.736711111111,6.41837564644015,9.02
79.7006822222222,6.3893978567028435,9.06
32.5465611111111,6.306337856195388,9.1
24.9696844444444,6.293088883051739,9.08
25.0664322222223,6.293308540322737,8.85
11.0466511111111,6.221358965057781,7.35
-40.6146166666667,16.18,18.94
-26.050358888889,16.18,20.16
-11.5009144444444,16.18,18.0
17.7058099999999,6.269740885529725,7.93
-78.90305,16.18,21.28
-81.5044155555555,16.18,20.82
-65.5838555555555,16.18,17.69
-87.3495677777778,16.18,15.72
-213.51471,16.18,22.58
-212.664207777777,16.18,23.14
-84.6222477777778,16.18,17.06
-27.1709433333334,16.18,7.32
-116.869493333333,16.18,16.78
-52.4754677777778,16.18,17.08
50.24566,6.344790571595217,-3.64
92.9201155555554,6.402318572008432,-4.37
16.98385,6.266329181453031,-6.29
12.56706,6.23692242803178,-2.12
-2.51851555555555,16.18,1.65
33.8814866666667,6.308465715639955,-0.74
63.7797322222221,6.367839184225769,7.51
14.3641288888889,6.251069348334923,8.17
-33.7274055555555,16.18,17.5
-57.1751544444445,16.18,19.33
120.137313333334,6.423257152649447,3.87
103.135618888889,6.411003349678543,4.15
-9.55772666666669,16.18,19.71
-64.7652533333332,16.18,20.3
207.743076666667,6.459836823451402,0.14
81.3800166666665,6.391267496280365,7.27
-53.9651944444444,16.18,19.95
-192.963022222222,16.18,22.79
43.6614822222222,6.333448944559705,8.03
-40.6748711111111,16.18,19.65
-127.10331,16.18,21.88
-217.710282222222,16.18,24.97
-104.897385555556,16.18,21.65
-65.4749599999999,16.18,19.52
-6.39828888888893,16.18,18.21
42.3057577777778,6.330675341444751,7.61
-77.7393455555554,16.18,21.67
-51.8378988888888,16.18,20.98
0.536054444444456,6.2,8.66
39.0272166666667,6.323171486691013,7.79
-62.5008222222222,16.18,24.14
-4.42380666666673,16.18,24.38
17.7784911111111,6.2700689967051915,7.6
88.9598422222223,6.398827951453188,6.45
-46.6922566666667,16.0,23.72
0.307610000000007,6.2,6.52
42.6986388888889,6.3314972405032695,6.77
68.71168,6.375172024993652,5.89
-9.76962999999999,16.0,21.62
49.7759288888888,6.344080826761536,6.04
96.0735533333334,6.4051965536989695,4.92
154.484705555556,6.442543143386894,0.65
79.0846511111112,6.3886921099084875,1.0
98.6839833333334,6.407439809928096,2.09
140.74871,6.435959871095238,-1.05
204.171685555555,6.458959364256492,-11.68
35.4597766666668,6.313430029073664,-10.79
77.80112,6.3871857496193,9.24
90.2593222222223,6.399996600309048,6.7
116.68281,6.420689049813087,5.86
