0,1,2,3
90.9377466666668,80.9009561744558,6.390742060748857,7.53
135.912462222222,125.87567173001099,6.427211543038031,4.01
150.593997777778,140.557207285567,6.435858994833279,3.92
196.213903333333,186.177112841122,6.454026134724347,3.44
87.9020022222222,77.8652117300112,6.387262146070865,7.69
127.734025555555,117.697235063344,6.421458815273184,7.63
146.292608888889,136.255818396678,6.433518476097363,9.03
189.100871111111,179.0640806189,6.45180266307145,2.87
143.781046666667,133.744256174456,6.432082241662881,5.01
148.31083,138.274039507789,6.434634785613593,5.12
145.40401,135.367219507789,6.433016423994885,5.65
146.555972222222,136.519181730011,6.433666018946785,5.69
162.081848888889,152.045058396678,6.441460760767437,5.74
181.780584444444,171.743793952233,6.44932210071895,5.45
176.493867777778,166.457077285567,6.447394956096093,5.15
164.019481111111,153.9826906189,6.442323220293828,7.17
159.085975555555,149.049185063344,6.440083129088226,6.72
161.320216666667,151.283426174456,6.441115701864382,8.24
152.025915555555,141.989125063344,6.436606684653279,7.25
139.862348888889,129.825558396678,6.429730346163905,7.82
221.004714444444,210.967923952233,6.46060361577081,4.61
197.587657777778,187.550867285567,6.45443612667644,3.02
182.175583333333,172.138792841122,6.4494613354748145,4.99
158.079561111111,148.0427706189,6.439607824900782,4.67
201.630038888889,191.593248396678,6.45560845583659,5.56
158.58412,148.54732950778902,6.439846920398305,8.82
113.736711111111,103.69992061890001,6.411433224129511,9.02
79.7006822222222,69.6638917300112,6.376468195906471,9.06
32.5465611111111,22.509770618900102,6.286869519657132,9.1
24.9696844444444,14.9328939522334,6.254837425610566,9.08
25.0664322222223,15.0296417300113,6.255449999600365,8.85
11.0466511111111,1.009860618900099,6.2,7.35
-40.6146166666667,-50.6514071588777,16.18,18.94
-26.050358888889,-36.087149381100005,16.18,20.16
-11.5009144444444,-21.537704936655402,16.18,18.0
17.7058099999999,7.669019507788899,6.209411352822647,7.93
-78.90305,-88.93984049221099,16.18,21.28
-81.5044155555555,-91.5412060477665,16.18,20.82
-65.5838555555555,-75.6206460477665,16.18,17.69
-87.3495677777778,-97.3863582699888,16.18,15.72
-213.51471,-223.551500492211,16.18,22.58
-212.664207777777,-222.700998269988,16.18,23.14
-84.6222477777778,-94.6590382699888,16.18,17.06
-27.1709433333334,-37.2077338255444,16.18,7.32
-116.869493333333,-126.906283825544,16.18,16.78
-52.4754677777778,-62.512258269988806,16.18,17.08
50.24566,40.208869507789004,6.326017069997727,-3.64
92.9201155555554,82.8833250633444,6.39287689500801,-4.37
16.98385,6.947059507789,6.207271716664429,-6.29
12.56706,2.530269507788999,6.2,-2.12
-2.51851555555555,-12.55530604776655,16.18,1.65
33.8814866666667,23.844696174455702,6.290403827283767,-0.74
63.7797322222221,53.7429417300111,6.349684768887318,7.51
14.3641288888889,4.327338396677899,6.2,8.17
-33.7274055555555,-43.764196047766504,16.18,17.5
-57.1751544444445,-67.2119449366555,16.18,19.33
120.137313333334,110.10052284112301,6.416000638227582,3.87
103.135618888889,93.098828396678,6.402486885588526,4.15
-9.55772666666669,-19.594517158877693,16.18,19.71
-64.7652533333332,-74.8020438255442,16.18,20.3
207.743076666667,197.706286174456,6.457290231215089,0.14
81.3800166666665,71.34322617445551,6.378784327275566,7.27
-53.9651944444444,-64.0019849366554,16.18,19.95
-192.963022222222,-202.999812714433,16.18,22.79
43.6614822222222,33.62469173001119,6.3077378242456685,8.03
-40.6748711111111,-50.7116616033221,16.18,19.65
-127.10331,-137.140100492211,16.18,21.88
-217.710282222222,-227.747072714433,16.18,24.97
-104.897385555556,-114.934176047767,16.18,21.65
-65.4749599999999,-75.5117504922109,16.18,19.52
-6.39828888888893,-16.435079381099932,16.18,18.21
42.3057577777778,32.2689672855668,6.305962252556668,7.61
-77.7393455555554,-87.7761360477664,16.18,21.67
-51.8378988888888,-61.8746893810998,16.18,20.98
0.536054444444456,-9.500736047766544,16.18,8.66
39.0272166666667,28.990426174455703,6.3009820027126375,7.79
-62.5008222222222,-72.5376127144332,16.18,24.14
-4.42380666666673,-14.46059715887773,16.18,24.38
17.7784911111111,7.741700618900101,6.209604644429593,7.6
88.9598422222223,78.92305173001131,6.388505151875253,6.45
-46.6922566666667,-56.729047158877705,16.0,23.72
0.307610000000007,-9.729180492210993,16.0,6.52
42.6986388888889,32.6618483966779,6.306491971479376,6.77
68.71168,58.674889507789004,6.358950971559661,5.89
-9.76962999999999,-19.80642049221099,16.0,21.62
49.7759288888888,39.7391383966778,6.324906157483853,6.04
96.0735533333334,86.0367628411224,6.39607014962995,4.92
154.484705555556,144.447915063345,6.437855984442495,0.65
79.0846511111112,69.0478606189002,6.3756337239810055,1.0
98.6839833333334,88.6471928411224,6.39854166612449,2.09
140.74871,130.711919507789,6.4302746568880575,-1.05
204.171685555555,194.134895063344,6.456320559072192,-11.68
35.4597766666668,25.422986174455797,6.294103630398589,-10.79
77.80112,67.764329507789,6.373846322674303,9.24
90.2593222222223,80.2225317300113,6.38998722583474,6.7
116.68281,106.646019507789,6.413603633228358,5.86
