0,1,2,3
-99.1294688888889,-109.16625938109989,24.082646356085675,22.77
-63.7322422222221,-73.7690327144331,23.418617930705505,14.45
-67.0270644444444,-77.0638549366554,23.47340270783012,14.78
-26.2067344444444,-36.243524936655405,22.091911632362418,14.25
-103.230258888889,-113.2670493811,24.212163070166124,21.28
-58.4005044444445,-68.4372949366555,23.318789420637305,16.86
-20.5854911111111,-30.6222816033221,21.61315242234534,14.53
7.07734555555553,-2.959444936655471,17.36,-12.34
-54.9133788888889,-64.9501693810999,23.244633267469503,15.82
-50.9899111111111,-61.026701603322095,23.151066282364372,15.02
-49.6941788888889,-59.7309693810999,23.11746556654104,19.88
-61.17811,-71.214900492211,23.37266098616802,15.42
-40.2495244444445,-50.2863149366555,22.820237764319252,17.15
-48.7814122222222,-58.8182027144332,23.09290710312238,16.11
-71.3696511111111,-81.4064416033221,23.538834938270828,17.69
-96.7932477777778,-106.83003826998879,24.004414715994887,22.14
-89.0482177777777,-99.08500826998869,23.746007893223293,30.52
-61.4410488888888,-71.4778393810998,23.377543744915318,23.35
-70.2391677777778,-80.27595826998879,23.52248287249892,17.76
-76.4838188888889,-86.5206093810999,23.607470526783846,16.57
-62.3823133333333,-72.4191038255443,23.39473231790903,22.28
-3.20573444444445,-13.242524936655451,18.58318932171751,17.52
11.4503111111112,1.4135206189001988,7.41,-21.13
38.7813455555557,28.744555063344702,7.888022662481249,-28.38
-3.15181888888888,-13.18860938109988,18.579891047828973,50.35
22.3876088888889,12.350818396677898,7.530510937624018,-9.9
39.1544444444445,29.1176539522335,7.893301531689866,-6.95
-28.9910966666666,-39.027887158877604,22.27798019132655,29.47
-285.406542222222,-295.44333271443304,35.63544421670726,65.44
-361.206957777778,-371.243748269989,40.774262272199095,70.22
-398.896631111111,-408.933421603322,43.02538068524123,47.91
-452.214938888889,-462.2517293811,43.6510275689223,43.84
-573.921942222222,-583.958732714433,43.6510275689223,29.58
-524.446143333333,-534.482933825544,43.6510275689223,33.38
-565.179343333333,-575.216133825544,43.6510275689223,17.41
-575.459076666667,-585.495867158878,43.6510275689223,17.56
-754.93939,-764.976180492211,43.6510275689223,44.42
-670.533291111111,-680.570081603322,43.6510275689223,42.11
-692.529675555556,-702.566466047767,43.6510275689223,21.99
-678.657118888889,-688.6939093811001,43.6510275689223,28.62
-707.146397777778,-717.183188269989,43.6510275689223,23.85
-728.57665,-738.613440492211,43.6510275689223,30.93
-685.471754444444,-695.508544936655,43.6510275689223,23.22
-581.287304444444,-591.324094936655,43.6510275689223,23.55
-532.31778,-542.354570492211,43.6510275689223,25.12
-275.413011111111,-285.44980160332204,34.85634818209348,25.24
-162.48612,-172.522910492211,25.39637997020051,23.74
-167.484964444444,-177.521754936655,25.460121365807673,22.73
